Sentence,Label,Numerical Label
What do you get from a pampered cow? Spoiled milk.,Amused,16
"The first time I got a universal remote control, I thought to myself, “This changes everything.”",Amused,16
I’m on a whiskey diet. I’ve lost three days already.,Amused,16
Why was the math book sad? Because it had too many problems.,Amused,16
The difference between a poorly dressed man on a trampoline and a well-dressed man on a trampoline is the suit.,Amused,16
I’m reading a book on anti-gravity. It’s impossible to put down.,Amused,16
Why do fish live in saltwater? Because pepper water makes them sneeze.,Amused,16
"I’m not lazy, I’m just on energy-saving mode.",Amused,16
What do you call a fake noodle? An impasta.,Amused,16
"I don’t trust people who don’t like dogs, but I do trust a dog when it doesn’t like a person.",Amused,16
"My dad died when we couldn’t remember his blood type. As he died, he kept insisting for us to “be positive.”",Amused,16
"I used to play piano by ear, but now I use my hands.",Amused,16
"I asked my French friend if she likes to play video games. She said, “Wii.”",Amused,16
I can’t believe I got fired from the calendar factory. All I did was take a day off.,Amused,16
Why did the tomato turn red? Because it saw the salad dressing.,Amused,16
"I used to be indecisive, but now I’m not sure.",Amused,16
Why did the bicycle fall over? Because it was two-tired.,Amused,16
I told my wife she was drawing her eyebrows too high. She looked surprised.,Amused,16
Why did the chicken cross the playground? To get to the other slide.,Amused,16
"I’m terrible at jokes, but I’m great at punchlines.",Amused,16
What do you call an alligator in a vest? An investigator.,Amused,16
"I used to have a job at a calendar factory, but I got fired for taking a day off.",Amused,16
Why did the man put his money in the freezer? He wanted cold hard cash.,Amused,16
Why did the grape stop in the middle of the road? Because it ran out of juice.,Amused,16
Why did the scarecrow win an award? Because he was outstanding in his field.,Amused,16
I’m reading a book on the history of glue. I just can’t seem to put it down.,Amused,16
What do you get when you cross a snowman and a shark? Frostbite.,Amused,16
I just got a job at a bakery because I kneaded dough.,Amused,16
Why did the cookie go to the doctor? Because it felt crummy.,Amused,16
Why don’t eggs tell jokes? Because they’d crack each other up.,Amused,16
"You never listen to me, do you?",Angry,17
I am tired of your excuses.,Angry,17
How dare you speak to me like that?,Angry,17
I can't believe you would do something like this.,Angry,17
You are such a selfish person.,Angry,17
You always make everything about yourself.,Angry,17
I'm sick of your lies.,Angry,17
You have no idea how much you've hurt me.,Angry,17
I can't stand being around you anymore.,Angry,17
You think you can just say sorry and everything will be okay?,Angry,17
You are so frustrating to deal with.,Angry,17
Why do you always have to be so difficult?,Angry,17
You are never there for me when I need you.,Angry,17
You have crossed a line.,Angry,17
I can't believe you would say something so hurtful.,Angry,17
You are such a disappointment.,Angry,17
"You always have to have the last word, don't you?",Angry,17
I am so angry with you right now.,Angry,17
You make me want to scream.,Angry,17
You are nothing but trouble.,Angry,17
How could you be so careless?,Angry,17
I don't know why I even bother with you.,Angry,17
You have no respect for anyone but yourself.,Angry,17
I am sick of your attitude.,Angry,17
You are such a control freak.,Angry,17
You have ruined everything.,Angry,17
I don't even want to talk to you right now.,Angry,17
"You always have to be right, don't you?",Angry,17
You are so selfish and insensitive.,Angry,17
I can't believe you would be so thoughtless.,Angry,17
You are such a pain to deal with.,Angry,17
You have no idea how much damage you've caused.,Angry,17
You are impossible to reason with.,Angry,17
I am done with your games.,Angry,17
You are such a hypocrite.,Angry,17
I am sick of your condescending tone.,Angry,17
You are so stubborn and inflexible.,Angry,17
I can't believe you would treat me like this.,Angry,17
You are nothing but trouble.,Angry,17
You always have to make everything so difficult.,Angry,17
You are so inconsiderate.,Angry,17
I am so done with your drama.,Angry,17
You never take responsibility for your actions.,Angry,17
You are such a liar.,Angry,17
I am so angry I can't even speak.,Angry,17
You are always causing problems.,Angry,17
You have no idea what you're talking about.,Angry,17
I can't stand the sight of you.,Angry,17
You are such a nuisance.,Angry,17
You are always trying to control everything.,Angry,17
I am sick of your games.,Angry,17
You never think about anyone but yourself.,Angry,17
You are such a manipulative person.,Angry,17
I can't believe you would be so cruel.,Angry,17
You are such a jerk.,Angry,17
I am so sick of your excuses.,Angry,17
You never listen to anyone else's opinion.,Angry,17
You are always trying to start an argument.,Angry,17
You have no idea how much you've hurt me.,Angry,17
I can't believe you would do something like this to me.,Angry,17
You are so disrespectful.,Angry,17
I am sick of your negativity.,Angry,17
"You always have to have the last word, don't you?",Angry,17
You are such a troublemaker.,Angry,17
You are impossible to deal with.,Angry,17
I can't stand your attitude.,Angry,17
"You always have to be right, even when you're wrong.",Angry,17
You are so frustrating.,Angry,17
I am so angry I could scream.,Angry,17
You are so insensitive to other people's feelings.,Angry,17
You never consider anyone else's needs.,Angry,17
You are such a pain to be around.,Angry,17
I'm so angry I could spit!,Angry,17
I'm going to lose my temper if you don't stop!,Angry,17
I'm so mad I could punch a wall!,Angry,17
I'm so furious I could scream!,Angry,17
I'm so enraged I could tear your head off!,Angry,17
I'm so livid I could see red!,Angry,17
I'm so incensed I could combust!,Angry,17
I'm so irate I could explode!,Angry,17
I'm so choleric I could faint!,Angry,17
I'm so splenetic I could vomit!,Angry,17
I'm so wrathful I could go berserk!,Angry,17
I'm so ireful I could go ballistic!,Angry,17
I'm so indignant I could go ape!,Angry,17
I'm so resentful I could go postal!,Angry,17
I'm so aggrieved I could go psycho!,Angry,17
I'm so piqued I could go off the deep end!,Angry,17
I'm so annoyed I could go crazy!,Angry,17
I'm so frustrated I could just die!,Angry,17
I'm so disgusted I could puke!,Angry,17
I'm so appalled I could faint!,Angry,17
I'm so angry I could tear my hair out!,Angry,17
I'm so angry I could scream bloody murder!,Angry,17
I'm so angry I could bite someone's head off!,Angry,17
I'm so angry I could punch a hole in the wall!,Angry,17
I'm so angry I could go on a rampage!,Angry,17
I'm so angry I could set the world on fire!,Angry,17
I'm so angry I could destroy everything in my path!,Angry,17
I'm so angry I could kill someone!,Angry,17
I'm so angry I could die!,Angry,17
I'm so angry I don't know what to do!,Angry,17
I'm so mad I could spit!,Angry,17
I'm so mad I could chew nails!,Angry,17
I'm so mad I could bite off my own head!,Angry,17
I'm so mad I could scream until my throat bleeds!,Angry,17
I'm so mad I could throw a fit!,Angry,17
I'm so mad I could break something!,Angry,17
I'm so mad I could punch a wall!,Angry,17
I'm so mad I could scream my head off!,Angry,17
I'm so mad I could cry!,Angry,17
I'm so mad I could just die!,Angry,17
I'm so furious I could spit fire!,Angry,17
I'm so furious I could tear my hair out!,Angry,17
I'm so furious I could smash my fist through a wall!,Angry,17
I'm so furious I could scream until my lungs give out!,Angry,17
I'm so furious I could go on a rampage!,Angry,17
I'm so furious I could destroy everything in my path!,Angry,17
I'm so furious I could kill someone!,Angry,17
I'm so furious I could die!,Angry,17
I'm so furious I don't know what to do!,Angry,17
I'm so furious I'm shaking!,Angry,17
I'm so enraged I could spit nails!,Angry,17
I'm so enraged I could chew through steel!,Angry,17
I'm so enraged I could bite through a brick wall!,Angry,17
I'm so enraged I could scream until my vocal cords give out!,Angry,17
I'm so enraged I could throw a tantrum!,Angry,17
I'm so enraged I could break every bone in your body!,Angry,17
I'm so enraged I could tear your head off!,Angry,17
I'm so enraged I could burn you alive!,Angry,17
"I'm so excited, I can't sit still!",Animated,18
"Look at that view, it's breathtaking!",Animated,18
"I can't believe I'm finally doing this, it's like a dream come true!",Animated,18
"That movie was so intense, my heart is still racing.",Animated,18
"This is the best day of my life, I never want it to end.",Animated,18
I feel like I could conquer the world right now!,Animated,18
The energy in this room is electric!,Animated,18
"That performance was so powerful, I'm still in awe.",Animated,18
"I'm having so much fun, I never want this night to end.",Animated,18
I feel like I could dance all night long!,Animated,18
"That roller coaster ride was insane, my adrenaline is still pumping.",Animated,18
This is the happiest I've felt in a long time.,Animated,18
"I'm so inspired right now, I want to create something amazing!",Animated,18
I feel like I'm on top of the world!,Animated,18
"That was such an amazing experience, I'm so glad I did it.",Animated,18
"I'm so pumped up, I could run a marathon right now!",Animated,18
"I'm bursting with excitement, I can't contain it!",Animated,18
This moment is everything I've ever wanted and more.,Animated,18
I feel like I could jump for joy right now!,Animated,18
"I can't stop smiling, this is pure bliss.",Animated,18
"That concert was amazing, I don't think I've ever felt so alive.",Animated,18
"I'm having the time of my life, I never want it to end.",Animated,18
I'm so happy I could cry tears of joy.,Animated,18
"That sunset is so beautiful, it's like a work of art.",Animated,18
"I'm so grateful for this moment, it's one I'll never forget.",Animated,18
"I feel like I'm in a movie right now, it's too good to be true.",Animated,18
"I'm in such a good mood, I feel like I could hug everyone!",Animated,18
"That hike was incredible, the scenery was out of this world.",Animated,18
I feel like I'm living in a fairytale right now.,Animated,18
"I'm so lucky to be here, this is a once in a lifetime opportunity.",Animated,18
"This is the best feeling in the world, nothing can bring me down.",Animated,18
"That party was so much fun, I'm still buzzing from it.",Animated,18
"I'm so grateful for this moment, it's one I'll treasure forever.",Animated,18
"I'm so happy I could burst, this is the best day ever.",Animated,18
"That performance was so inspiring, it's like nothing I've ever seen before.",Animated,18
"This moment is everything I've ever wanted, I couldn't be happier.",Animated,18
"I feel like I'm on cloud nine right now, nothing can bring me down.",Animated,18
"That beach is so beautiful, I never want to leave.",Animated,18
"I'm having the time of my life, I don't want this night to end.",Animated,18
"This is a memory I'll cherish forever, it's truly unforgettable.",Animated,18
"That experience was mind-blowing, it's like nothing else exists.",Animated,18
"I'm so hyped up, I could stay awake all night.",Animated,18
"I feel like I'm in a different world right now, it's so surreal.",Animated,18
"This is the happiest I've been in a long time, everything is perfect.",Animated,18
"That was so much fun, I can't wait to do it again.",Animated,18
The cat's tail twitched animatedly.,Animated,18
The leaves on the trees danced animatedly in the wind.,Animated,18
The water in the river flowed animatedly downstream.,Animated,18
The clouds in the sky drifted animatedly across the blue sky.,Animated,18
The birds in the air flew animatedly about.,Animated,18
The fish in the sea swam animatedly about.,Animated,18
The people on the street walked animatedly about.,Animated,18
The cars on the road drove animatedly about.,Animated,18
The trains on the tracks chugged animatedly along.,Animated,18
The planes in the sky flew animatedly overhead.,Animated,18
The sun shone animatedly down from the sky.,Animated,18
The moon hung animatedly in the night sky.,Animated,18
The stars twinkled animatedly in the night sky.,Animated,18
The lightning flashed animatedly across the sky.,Animated,18
The thunder rumbled animatedly overhead.,Animated,18
The wind howled animatedly through the trees.,Animated,18
The rain fell animatedly from the sky.,Animated,18
The snow fell animatedly from the sky.,Animated,18
The hail fell animatedly from the sky.,Animated,18
The sleet fell animatedly from the sky.,Animated,18
The flowers bloomed animatedly in the garden.,Animated,18
The trees grew animatedly tall and strong.,Animated,18
The grass grew animatedly green and lush.,Animated,18
The fruits ripened animatedly on the trees.,Animated,18
The vegetables grew animatedly in the garden.,Animated,18
The animals moved animatedly about their habitats.,Animated,18
The humans built animatedly and lived animatedly in their homes.,Animated,18
The world turned animatedly on its axis.,Animated,18
The universe expanded animatedly in all directions.,Animated,18
Everything in the universe moved animatedly in some way or another.,Animated,18
The cat's tail twitched back and forth.,Animated,18
The leaves on the trees danced up and down in the wind.,Animated,18
The water in the river flowed up and down the riverbed.,Animated,18
The clouds in the sky drifted slowly across the blue sky.,Animated,18
"The birds in the air flew up and down, left and right.",Animated,18
"The fish in the sea swam up and down, left and right.",Animated,18
The people on the street walked up and down the sidewalk.,Animated,18
The cars on the road drove up and down the street.,Animated,18
The trains on the tracks chugged up and down the tracks.,Animated,18
"The planes in the sky flew up and down, left and right.",Animated,18
The sun shone brightly down from the sky.,Animated,18
The moon hung low in the night sky.,Animated,18
The stars twinkled brightly in the night sky.,Animated,18
The lightning flashed across the sky.,Animated,18
The thunder rumbled overhead.,Animated,18
The wind howled through the trees.,Animated,18
The rain fell in sheets from the sky.,Animated,18
The snow fell softly to the ground.,Animated,18
The hail fell from the sky like stones.,Animated,18
The sleet fell from the sky like raindrops made of ice.,Animated,18
The flowers bloomed in a riot of color.,Animated,18
The trees grew tall and strong.,Animated,18
The grass grew green and lush.,Animated,18
The fruits ripened on the trees.,Animated,18
The vegetables grew in abundance.,Animated,18
The animals moved about their habitats.,Animated,18
The humans built homes and lived in them.,Animated,18
The world turned on its axis.,Animated,18
The universe expanded in all directions.,Animated,18
Everything in the universe moved and changed.,Animated,18
I don't care.,Apathetic,19
Whatever.,Apathetic,19
It's all the same to me.,Apathetic,19
I don't have a strong opinion on that.,Apathetic,19
I'm not really interested.,Apathetic,19
It's not my problem.,Apathetic,19
I don't see why I should care.,Apathetic,19
It's not worth getting worked up about.,Apathetic,19
I'm too tired to care.,Apathetic,19
I've got better things to do.,Apathetic,19
I'm not going to get involved.,Apathetic,19
I'm not taking sides.,Apathetic,19
I'm just here for the ride.,Apathetic,19
I'm not going to get my hopes up.,Apathetic,19
I'm not going to set myself up for disappointment.,Apathetic,19
I'm not going to get excited.,Apathetic,19
I'm not going to get my heart broken.,Apathetic,19
I'm not going to let anyone down.,Apathetic,19
I'm not going to let myself down.,Apathetic,19
I'm just going to go with the flow.,Apathetic,19
I'm not going to stress about it.,Apathetic,19
I'm not going to lose sleep over it.,Apathetic,19
I'm not going to cry over spilled milk.,Apathetic,19
I'm not going to dwell on the past.,Apathetic,19
I'm not going to worry about the future.,Apathetic,19
I'm just going to take it one day at a time.,Apathetic,19
I'm just going to focus on the present.,Apathetic,19
I'm just going to enjoy the moment.,Apathetic,19
I'm just going to live my life.,Apathetic,19
I'm just going to be myself.,Apathetic,19
I don't have anything to say.,Apathetic,19
I don't have anything to add.,Apathetic,19
I don't have anything to contribute.,Apathetic,19
I don't have anything to offer.,Apathetic,19
I don't have anything to prove.,Apathetic,19
I don't have anything to hide.,Apathetic,19
I don't have anything to be ashamed of.,Apathetic,19
I don't have anything to fear.,Apathetic,19
I don't have anything to worry about.,Apathetic,19
I don't have anything to lose.,Apathetic,19
I'm not going to argue.,Apathetic,19
I'm not going to fight.,Apathetic,19
I'm not going to get into a debate.,Apathetic,19
I'm not going to change your mind.,Apathetic,19
I'm not going to waste my time.,Apathetic,19
I'm not going to get worked up.,Apathetic,19
I'm not going to get stressed out.,Apathetic,19
I'm not going to get angry.,Apathetic,19
I'm not going to get upset.,Apathetic,19
I'm not going to let it get to me.,Apathetic,19
I don't care.,Apathetic,19
Whatever.,Apathetic,19
It's all the same to me.,Apathetic,19
I'm not bothered.,Apathetic,19
I couldn't care less.,Apathetic,19
It's not my problem.,Apathetic,19
I'm not interested.,Apathetic,19
I'm not going to get involved.,Apathetic,19
I don't have an opinion.,Apathetic,19
I'm not sure.,Apathetic,19
I'm not feeling it.,Apathetic,19
I'm not excited.,Apathetic,19
I'm not motivated.,Apathetic,19
I'm not inspired.,Apathetic,19
I'm not passionate.,Apathetic,19
I'm not enthusiastic.,Apathetic,19
I'm not thrilled.,Apathetic,19
I'm not delighted.,Apathetic,19
I'm not overjoyed.,Apathetic,19
I'm not ecstatic.,Apathetic,19
I'm not bothered about it.,Apathetic,19
I'm not concerned about it.,Apathetic,19
I'm not worried about it.,Apathetic,19
I'm not anxious about it.,Apathetic,19
I'm not stressed about it.,Apathetic,19
I'm not upset about it.,Apathetic,19
I'm not offended by it.,Apathetic,19
I'm not hurt by it.,Apathetic,19
I'm not angry about it.,Apathetic,19
I'm not sad about it.,Apathetic,19
I'm not happy about it.,Apathetic,19
I'm not satisfied with it.,Apathetic,19
I'm not impressed with it.,Apathetic,19
I'm not impressed by it.,Apathetic,19
I'm not convinced by it.,Apathetic,19
I'm not persuaded by it.,Apathetic,19
I'm not sold on it.,Apathetic,19
I'm not buying it.,Apathetic,19
I'm not convinced.,Apathetic,19
I'm not persuaded.,Apathetic,19
I'm not going to do anything about it.,Apathetic,19
I'm not going to change anything.,Apathetic,19
I'm not going to make any effort.,Apathetic,19
I'm not going to put any thought into it.,Apathetic,19
I'm not going to give it any consideration.,Apathetic,19
I'm not going to waste my time.,Apathetic,19
I'm not going to get involved.,Apathetic,19
I'm not going to take any chances.,Apathetic,19
I'm not going to stick my neck out.,Apathetic,19
I'm not going to rock the boat.,Apathetic,19
I'm not going to get my hopes up.,Apathetic,19
I'm not going to expect anything.,Apathetic,19
I'm not going to be disappointed.,Apathetic,19
I'm not going to be surprised.,Apathetic,19
I'm not going to be hurt.,Apathetic,19
I'm not going to be upset.,Apathetic,19
I'm not going to be angry.,Apathetic,19
I'm not going to be sad.,Apathetic,19
I'm not going to be disappointed.,Apathetic,19
I'm not going to be surprised.,Apathetic,19
I'm really sorry for what I said earlier. I didn't mean to offend you.,Apologetic,20
I apologize for being late. It won't happen again.,Apologetic,20
I regret my actions and I hope you can forgive me.,Apologetic,20
I feel terrible about what happened and I want to make things right.,Apologetic,20
I'm sorry if I came across as rude or insensitive. That was not my intention.,Apologetic,20
Please forgive me for my mistake. I'll do my best to make it up to you.,Apologetic,20
I'm sorry for any inconvenience I may have caused. It was unintentional.,Apologetic,20
I owe you an apology for my behavior. I hope you can forgive me.,Apologetic,20
I'm truly sorry for letting you down. I'll work harder to regain your trust.,Apologetic,20
I realize I was wrong and I'm sorry for any hurt or pain I caused you.,Apologetic,20
Please accept my apologies for my mistake. I'll do better in the future.,Apologetic,20
I'm so sorry for my part in the misunderstanding. I hope we can clear things up.,Apologetic,20
I want to apologize for any stress or frustration I may have caused. It was not my intention.,Apologetic,20
I know I hurt you and I'm sorry. I'll do whatever it takes to make things right.,Apologetic,20
I'm deeply sorry for my actions and any hurt they may have caused.,Apologetic,20
Please forgive me for my mistake. I'll make sure it doesn't happen again.,Apologetic,20
I'm sorry if my words came across as hurtful or insensitive. I didn't mean to offend you.,Apologetic,20
I feel awful about what happened and I want to make amends.,Apologetic,20
I apologize for not being there for you when you needed me. I'll do better in the future.,Apologetic,20
I'm sorry for being careless with your feelings. I'll be more mindful in the future.,Apologetic,20
Please accept my apologies for my mistake. It was not intentional.,Apologetic,20
I'm sorry for my part in the disagreement. I hope we can find a way to move forward.,Apologetic,20
I realize I was wrong and I'm sorry for any pain I caused you.,Apologetic,20
I'm sorry for being so self-centered. I'll work on being more considerate.,Apologetic,20
Please forgive me for my mistake. I'm willing to make things right.,Apologetic,20
I'm sorry for any hurt or disappointment I may have caused. I never meant to let you down.,Apologetic,20
I apologize for not being more understanding. I'll work on being more empathetic.,Apologetic,20
I'm sorry for my part in the argument. I hope we can put it behind us.,Apologetic,20
I'm sorry for being absent when you needed me. I'll make it up to you.,Apologetic,20
Please forgive me for my mistake. I didn't mean to cause any trouble.,Apologetic,20
I'm sorry for my lack of communication. I'll work on being more transparent.,Apologetic,20
I apologize for not listening to you. I'll make sure to pay attention in the future.,Apologetic,20
I'm sorry for my part in the misunderstanding. Let's work together to find a solution.,Apologetic,20
I'm sorry for being insensitive to your needs. I'll be more attentive going forward.,Apologetic,20
Please accept my apologies for my mistake. I'll do everything in my power to make it right.,Apologetic,20
I'm sorry for my behavior. I'll take responsibility and make things right.,Apologetic,20
I apologize for being dismissive. Your feelings are important to me.,Apologetic,20
I'm sorry for not being there when you needed me. I'll make sure to prioritize you in the future.,Apologetic,20
Please forgive me for my mistake. I'll learn from it and do better next time.,Apologetic,20
"I'm sorry I forgot your birthday, I'll make it up to you.",Apologetic,20
"Please forgive me for being late, there was heavy traffic.",Apologetic,20
"I apologize for my mistake, I'll do my best to fix it.",Apologetic,20
"I'm so sorry for what I said earlier, I didn't mean to hurt your feelings.",Apologetic,20
Please accept my apologies for any inconvenience caused.,Apologetic,20
"I'm sorry I couldn't make it to your party, something came up last minute.",Apologetic,20
"I apologize for the delay in getting back to you, I've been swamped with work.",Apologetic,20
"I'm sorry for being insensitive earlier, I didn't mean to be rude.",Apologetic,20
"Please forgive me for my behavior, I was out of line.",Apologetic,20
"I'm so sorry for the trouble I caused, I'll make sure it doesn't happen again.",Apologetic,20
"I apologize for my forgetfulness, I have a lot on my mind lately.",Apologetic,20
"Please accept my apologies for not being able to attend the meeting, I had a family emergency.",Apologetic,20
"I'm sorry for the misunderstanding, let me clarify what I meant.",Apologetic,20
"Please forgive me for my mistake, it won't happen again.",Apologetic,20
"I apologize for any confusion caused by my earlier email, I should have been more clear.",Apologetic,20
"I'm sorry for canceling our plans last minute, something unexpected came up.",Apologetic,20
"Please accept my sincere apologies for the inconvenience caused, I'll make sure to take better care in the future.",Apologetic,20
"I'm so sorry for my behavior earlier, I was having a bad day and took it out on you.",Apologetic,20
"I apologize for my tardiness, I'll be sure to leave earlier next time.",Apologetic,20
"Please forgive me for forgetting our appointment, I'll mark it on my calendar right now.",Apologetic,20
"I'm sorry for not returning your call earlier, I've been dealing with some personal issues.",Apologetic,20
"I apologize for the mistake in the report, I'll correct it immediately.",Apologetic,20
"I'm so sorry for the misunderstanding, let me explain what really happened.",Apologetic,20
"Please accept my apologies for the inconvenience caused, I'll do everything I can to make it right.",Apologetic,20
"I'm sorry for the inconvenience caused, I'll make sure it doesn't happen again in the future.",Apologetic,20
"Please forgive me for my mistake, I'll take full responsibility for it.",Apologetic,20
"I apologize for any offense caused by my words, that wasn't my intention.",Apologetic,20
"I'm sorry for not following through with my promise, I'll make it up to you.",Apologetic,20
"Please accept my apologies for being so absent-minded, I'm working on improving my memory.",Apologetic,20
"I'm so sorry for the mistake in the order, I'll fix it right away.",Apologetic,20
"I apologize for the delay in responding, I've been swamped with work lately.",Apologetic,20
"Please forgive me for not being able to attend the event, I had a family emergency.",Apologetic,20
"I'm sorry for my behavior earlier, I was in a bad mood and took it out on you.",Apologetic,20
"Please accept my apologies for the inconvenience caused by the error, I'll do everything I can to prevent it from happening again.",Apologetic,20
"I apologize for my tone earlier, I shouldn't have spoken to you like that.",Apologetic,20
"I'm sorry for not listening to you earlier, I didn't realize how important it was.",Apologetic,20
"Please forgive me for the mix-up, I'll make sure it doesn't happen again.",Apologetic,20
"I apologize for my absence, I'll make sure to inform you in advance next time.",Apologetic,20
"I'm so sorry for not meeting your expectations, I'll work on improving my performance.",Apologetic,20
I'm sorry for the way I spoke to you earlier.,Apologetic,20
I apologize for my behavior yesterday.,Apologetic,20
I feel terrible about what happened and I hope you can forgive me.,Apologetic,20
I understand why you're upset and I'm sorry for my part in it.,Apologetic,20
I regret what I said and I'm sorry for any hurt I may have caused.,Apologetic,20
"Please forgive me for my mistake, I didn't mean to hurt you.",Apologetic,20
"I'm so sorry for what I did, I'll do whatever it takes to make it right.",Apologetic,20
I know I messed up and I'm sorry for the trouble I caused.,Apologetic,20
I apologize for my insensitivity and I'll do better in the future.,Apologetic,20
"I want to say sorry for the way I handled the situation, it was wrong of me.",Apologetic,20
I'm sorry for my lack of communication and for letting you down.,Apologetic,20
I apologize for not understanding your point of view earlier.,Apologetic,20
"I'm sorry for being so dismissive of your feelings, they're important to me.",Apologetic,20
"I'm sorry for not showing up on time, it was disrespectful of your time.",Apologetic,20
"I'm sorry for the inconvenience I caused, it won't happen again.",Apologetic,20
I regret my actions and I hope you can find it in your heart to forgive me.,Apologetic,20
"Please accept my apology, I understand why you're upset and I'm truly sorry.",Apologetic,20
I want to make things right and I hope you can give me a chance to do so.,Apologetic,20
"I'm sorry for any confusion or misunderstanding, I should have been clearer.",Apologetic,20
"I'm sorry for letting you down, I'll work harder to meet your expectations in the future.",Apologetic,20
"I'm sorry for the hurtful things I said, I didn't mean them and I regret it deeply.",Apologetic,20
I apologize for my impatience and I'll try to be more understanding in the future.,Apologetic,20
"I'm sorry for my behavior, it was out of line and I take full responsibility.",Apologetic,20
"Please forgive me for my mistake, I promise to learn from it and do better.",Apologetic,20
I'm sorry for being so stubborn and not seeing your perspective earlier.,Apologetic,20
"I apologize for the inconvenience I caused, it was thoughtless of me.",Apologetic,20
"I'm sorry for not being there when you needed me, I'll make it up to you.",Apologetic,20
"I'm sorry for my lack of consideration, I should have thought of how my actions would affect you.",Apologetic,20
"Please accept my sincere apology, I know I was in the wrong.",Apologetic,20
I apologize for my selfishness and I'll try to be more selfless in the future.,Apologetic,20
I'm sorry for my mistake and I'll take steps to ensure it doesn't happen again.,Apologetic,20
"I'm sorry for my part in the misunderstanding, I should have clarified things earlier.",Apologetic,20
"Please forgive me for my insensitivity, I didn't realize how much it would hurt you.",Apologetic,20
"I'm sorry for not listening to you earlier, I should have valued your input more.",Apologetic,20
"I apologize for not being more understanding of your situation, I was insensitive.",Apologetic,20
"I'm sorry for my behavior, it was inappropriate and I apologize for any offense caused.",Apologetic,20
"Please accept my apology for my part in the disagreement, I hope we can move forward.",Apologetic,20
"I'm sorry for not being more supportive, I'll be there for you in the future.",Apologetic,20
"I apologize for any hurtful comments I made, I was out of line.",Apologetic,20
"I'm sorry for not being more patient, I'll work on that in the future.",Apologetic,20
"I am so sorry for my mistake, please forgive me.",Apologetic,20
I deeply regret what I did and I hope you can forgive me.,Apologetic,20
"I apologize for my behavior, I understand if you are upset.",Apologetic,20
Please accept my sincere apologies for my actions.,Apologetic,20
I am truly sorry for any inconvenience that I have caused.,Apologetic,20
"I know I messed up, and I am so sorry for it.",Apologetic,20
"My actions were out of line, and I apologize for any harm I caused.",Apologetic,20
I apologize for my insensitivity and any hurt feelings that resulted.,Apologetic,20
"I am sorry for speaking out of turn, it was not my place.",Apologetic,20
Please forgive me for not meeting your expectations.,Apologetic,20
I apologize for any misunderstanding that may have occurred.,Apologetic,20
"I'm sorry, I should have thought more before I spoke.",Apologetic,20
"I know that I was in the wrong, and I apologize for my actions.",Apologetic,20
Please accept my apologies for my inappropriate behavior.,Apologetic,20
"I apologize for any hurtful things I said, it was not my intention.",Apologetic,20
"I'm so sorry for my mistake, I will make it up to you.",Apologetic,20
I take full responsibility for my actions and apologize for any harm caused.,Apologetic,20
"I'm sorry for the inconvenience, please let me know how I can make it right.",Apologetic,20
"I apologize for my absence, it was out of my control.",Apologetic,20
"I'm sorry for any trouble I have caused, please let me know how I can help.",Apologetic,20
I regret my actions and apologize for any damage I caused.,Apologetic,20
"I apologize for my mistake, and I promise to do better in the future.",Apologetic,20
"I'm sorry for my behavior, I know it was unacceptable.",Apologetic,20
"Please forgive me for my error, it was unintentional.",Apologetic,20
I apologize for any confusion that my actions may have caused.,Apologetic,20
"I am sorry for my part in the misunderstanding, I will work to clarify.",Apologetic,20
"I know I let you down, and I am truly sorry for it.",Apologetic,20
I apologize for not being more considerate of your feelings.,Apologetic,20
"I am sorry for my impulsive behavior, it was not my intention to hurt anyone.",Apologetic,20
Please accept my apologies for my lack of communication.,Apologetic,20
"I apologize for my tardiness, it won't happen again.",Apologetic,20
"I'm sorry for the delay, I know it caused inconvenience.",Apologetic,20
I apologize for any offense that my words may have caused.,Apologetic,20
I regret my actions and apologize for any harm caused.,Apologetic,20
"I'm sorry for not living up to your expectations, I will work to do better.",Apologetic,20
"I apologize for my mistake, and I will take steps to prevent it from happening again.",Apologetic,20
"I am sorry for my absence, it was unavoidable.",Apologetic,20
"I apologize for my part in the misunderstanding, I will work to make it right.",Apologetic,20
"I'm sorry for my lack of attention, it won't happen again.",Apologetic,20
Please accept my apologies for any trouble I may have caused.,Apologetic,20
I apologize for any inconvenience that I may have caused.,Apologetic,20
"I'm sorry for not meeting your needs, I will work to do better.",Apologetic,20
I apologize for any disappointment that my actions may have caused.,Apologetic,20
I regret my mistake and apologize for any harm caused.,Apologetic,20
I am sorry for any confusion that my words may have caused.,Apologetic,20
I apologize for any inconvenience that my mistake may have caused.,Apologetic,20
"I'm sorry for my error, please let me know how I can make it right.",Apologetic,20
Please accept my apologies for any hurt feelings that resulted from my actions.,Apologetic,20
I apologize for not following through on my commitment.,Apologetic,20
"I believe in you and your abilities, even when you doubt yourself.",Ardent,21
Your passion for this project is inspiring.,Ardent,21
I admire your relentless pursuit of your goals.,Ardent,21
Your dedication to your craft is truly remarkable.,Ardent,21
Your enthusiasm is contagious.,Ardent,21
I can feel the fire in your words when you speak about your dreams.,Ardent,21
Your unwavering determination sets you apart from the rest.,Ardent,21
Your love for what you do shines through in every action you take.,Ardent,21
Your commitment to excellence is commendable.,Ardent,21
I can see the passion burning in your eyes when you talk about your work.,Ardent,21
Your energy and drive are truly inspiring.,Ardent,21
Your unwavering belief in yourself is admirable.,Ardent,21
Your fierce dedication to making a difference is evident in everything you do.,Ardent,21
